상호명,상권업종소분류명,시도명,시군구명,위도,경도
오시록,카페,제주특별자치도,제주시,33.47613722,126.5484807
고성리안,카페,제주특별자치도,서귀포시,33.4507833,126.9142674
아띠마루커피랩,카페,제주특별자치도,제주시,33.50038486,126.5137349
꽃이피다,카페,제주특별자치도,제주시,33.47732942,126.4778545
달콤아재,카페,제주특별자치도,제주시,33.51343126,126.9574849
소랑아시,카페,제주특별자치도,서귀포시,33.25570307,126.4146702
사일리커피,카페,제주특별자치도,서귀포시,33.19995585,126.2758908
서귀포시장애인단체연합회모커리,카페,제주특별자치도,서귀포시,33.23977334,126.56456
봉카페,카페,제주특별자치도,서귀포시,33.46515771,126.933412
옹포다방,카페,제주특별자치도,제주시,33.40302334,126.251433
메가엠지씨커피제주남녕점,카페,제주특별자치도,제주시,33.49054303,126.4812615
더카페,카페,제주특별자치도,제주시,33.53722995,126.6457263
아뜰리에안,카페,제주특별자치도,서귀포시,33.23150297,126.5059912
귀농,카페,제주특별자치도,제주시,33.4960298,126.9560191
공생,카페,제주특별자치도,제주시,33.50823294,126.5432772
숨비아일랜드월정리점,카페,제주특별자치도,제주시,33.55559996,126.795624
유동커피,카페,제주특별자치도,서귀포시,33.24443225,126.5638394
카페힐,카페,제주특별자치도,서귀포시,33.31150062,126.8339624
더오라,카페,제주특별자치도,제주시,33.49704195,126.5096644
베트로,카페,제주특별자치도,서귀포시,33.24763936,126.5630724
일오구카페,카페,제주특별자치도,서귀포시,33.26473701,126.3043449
커넥,카페,제주특별자치도,서귀포시,33.32439771,126.7943074
카페쿠이,카페,제주특별자치도,제주시,33.44912565,126.304823
카페연이랑,카페,제주특별자치도,제주시,33.45396225,126.7096648
더바당카페,카페,제주특별자치도,제주시,33.46713414,126.3367898
써니하우스,카페,제주특별자치도,서귀포시,33.23643613,126.3125943
오버더윈도우,카페,제주특별자치도,서귀포시,33.24519881,126.5613248
청연,카페,제주특별자치도,제주시,33.4856874,126.5344758
컴포즈커피하효점,카페,제주특별자치도,서귀포시,33.25688113,126.6178436
잇츠오케이크,카페,제주특별자치도,제주시,33.48256253,126.47027
커피앤두제주하귀점,카페,제주특별자치도,제주시,33.48421324,126.4086511
모래시계,카페,제주특별자치도,제주시,33.51092043,126.5243097
파스쿠찌제주제원점,카페,제주특별자치도,제주시,33.48746159,126.4904366
커피맛이멜로,카페,제주특별자치도,서귀포시,33.31228548,126.36626
이디야제주한림점,카페,제주특별자치도,제주시,33.41824704,126.2643113
비브레이브커피로스터즈,카페,제주특별자치도,서귀포시,33.25492099,126.518179
나이체,카페,제주특별자치도,제주시,33.47516644,126.5468182
마라와플,카페,제주특별자치도,서귀포시,33.11415218,126.2673173
설빙제주,카페,제주특별자치도,제주시,33.54161037,126.6680278
말로나,카페,제주특별자치도,제주시,33.44581576,126.295052
이디야커피,카페,제주특별자치도,서귀포시,33.24833076,126.5091264
커피랑카페,카페,제주특별자치도,제주시,33.41378492,126.264435
소설다방,카페,제주특별자치도,제주시,33.50107294,126.5284745
아델,카페,제주특별자치도,제주시,33.42409815,126.4055216
레이지,카페,제주특별자치도,제주시,33.50113552,126.5166364
파파스브로트,카페,제주특별자치도,서귀포시,33.28990097,126.4562463
카페카약올레,카페,제주특별자치도,제주시,33.56324207,126.7779441
메리앤커피,카페,제주특별자치도,제주시,33.504654,126.5409391
성산해나,카페,제주특별자치도,서귀포시,33.46251574,126.9329515
갤러리카페꽃담,카페,제주특별자치도,제주시,33.47539183,126.3571677
망고홀릭제주,카페,제주특별자치도,제주시,33.49071356,126.4919563
아뽀밍고,카페,제주특별자치도,서귀포시,33.45994493,126.9307269
여기제주,카페,제주특별자치도,서귀포시,33.24848831,126.5634759
그림앤카페,카페,제주특별자치도,제주시,33.49174931,126.5916354
봄뜨랑,카페,제주특별자치도,서귀포시,33.44996305,126.9145801
스윗카페우도,카페,제주특별자치도,제주시,33.49365674,126.9511026
제이아일랜드,카페,제주특별자치도,서귀포시,33.37879662,126.879723
저장고,카페,제주특별자치도,서귀포시,33.34542284,126.7634805
몽그레제주,카페,제주특별자치도,제주시,33.50004846,126.4607688
스톤헤이븐,카페,제주특별자치도,제주시,33.48832739,126.4971243
테라피쉬,카페,제주특별자치도,제주시,33.46095862,126.5622527
예래마을사업협동조합,카페,제주특별자치도,서귀포시,33.24585249,126.3783606
제주청소년카페그래,카페,제주특별자치도,제주시,33.30137646,126.1798506
제로포인트트레일,카페,제주특별자치도,제주시,33.51474386,126.5292076
텀프타운,카페,제주특별자치도,제주시,33.49753066,126.5358974
세렝게티,카페,제주특별자치도,서귀포시,33.25088612,126.6210675
봄봄,카페,제주특별자치도,제주시,33.4603145,126.5611265
도이프,카페,제주특별자치도,제주시,33.49462647,126.5453394
정원다방,카페,제주특별자치도,서귀포시,33.24829942,126.566181
프래그란스,카페,제주특별자치도,제주시,33.45438966,126.4399379
네모의작업실,카페,제주특별자치도,제주시,33.38490895,126.2334687
씨오피원두제주총판점,카페,제주특별자치도,제주시,33.49340504,126.4887231
이츠커피,카페,제주특별자치도,제주시,33.476904,126.4774589
종달리746,카페,제주특별자치도,제주시,33.49187893,126.9025193
미소다방,카페,제주특별자치도,서귀포시,33.4505219,126.9143752
말리가,카페,제주특별자치도,제주시,33.38714067,126.2490005
랩툰,카페,제주특별자치도,제주시,33.49975135,126.529461
아르커피,카페,제주특별자치도,제주시,33.52814938,126.5897313
더스트롱홀드수,카페,제주특별자치도,제주시,33.48784482,126.4679245
카페힐섬2020,카페,제주특별자치도,제주시,33.5395602,126.6409041
드몬아이다,카페,제주특별자치도,제주시,33.49402944,126.4554042
곶자왈노크,카페,제주특별자치도,제주시,33.47407337,126.6097924
커피초아,카페,제주특별자치도,제주시,33.51747563,126.5766607
엔일공구,카페,제주특별자치도,제주시,33.55182124,126.7693697
카페신상,카페,제주특별자치도,제주시,33.49727491,126.4492285
호텔샌드,카페,제주특별자치도,제주시,33.39388676,126.2404729
지미네커피,카페,제주특별자치도,제주시,33.48339774,126.493204
비엔,카페,제주특별자치도,제주시,33.50496379,126.5643129
법인다락,카페,제주특별자치도,제주시,33.46955452,126.3409453
제주스,카페,제주특별자치도,제주시,33.51287793,126.526936
카페지니,카페,제주특별자치도,서귀포시,33.26486544,126.6406479
휠스,카페,제주특별자치도,제주시,33.50246002,126.5050063
써니의놀이터,카페,제주특별자치도,서귀포시,33.2392209,126.4400156
할렘버거,카페,제주특별자치도,서귀포시,33.29958663,126.7132803
설빙신제주,카페,제주특별자치도,제주시,33.48618043,126.4902181
빈티지무드,카페,제주특별자치도,제주시,33.50560237,126.9495461
카페느슨,카페,제주특별자치도,서귀포시,33.26262686,126.475111
카페파스쿠찌,카페,제주특별자치도,제주시,33.50600493,126.5381231
귤당리,카페,제주특별자치도,제주시,33.36306188,126.1961625
여섯번의보름,카페,제주특별자치도,서귀포시,33.25692448,126.5304557
가파리212,카페,제주특별자치도,서귀포시,33.17383784,126.2700482
스쿠피케이크,카페,제주특별자치도,제주시,33.50789605,126.5093987
홍대더브릿지,카페,제주특별자치도,제주시,33.50011887,126.5288994
몬데이,카페,제주특별자치도,제주시,33.48806651,126.4819434
선흘2리마을회오름보러가게앤카페,카페,제주특별자치도,제주시,33.4569133,126.7147535
고요새,카페,제주특별자치도,제주시,33.52551581,126.5867403
윈드스테이,카페,제주특별자치도,제주시,33.49632102,126.4415727
라꾸르,카페,제주특별자치도,제주시,33.45854036,126.3518172
파스쿠찌,카페,제주특별자치도,제주시,33.51530155,126.526503
파파엔도터,카페,제주특별자치도,서귀포시,33.24519747,126.568675
비하이브,카페,제주특별자치도,제주시,33.47752909,126.4889885
탐나는제주이야기,카페,제주특별자치도,제주시,33.51264766,126.5280243
에이바우트커피,카페,제주특별자치도,제주시,33.48941843,126.5956815
제주설심당,카페,제주특별자치도,제주시,33.51944206,126.4928971
이너프,카페,제주특별자치도,제주시,33.45600617,126.4189641
카페동경앤책방,카페,제주특별자치도,제주시,33.48134603,126.4048511
에이바우트커피인화점,카페,제주특별자치도,제주시,33.51028304,126.5393488
라피아,카페,제주특별자치도,제주시,33.39851154,126.2522886
보롬창고,카페,제주특별자치도,제주시,33.49785374,126.9107343
제주;길,카페,제주특별자치도,서귀포시,33.24896056,126.5567884
투썸플레이스제주대학,카페,제주특별자치도,제주시,33.46911531,126.5464301
아트인명도암,카페,제주특별자치도,제주시,33.46805654,126.6116589
카페7,카페,제주특별자치도,제주시,33.50892176,126.5111472
카페연대,카페,제주특별자치도,제주시,33.49494081,126.4256233
끄티탑동,카페,제주특별자치도,제주시,33.5182663,126.5284781
동네,카페,제주특별자치도,제주시,33.49240065,126.5383244
다락,카페,제주특별자치도,제주시,33.43694032,126.6770192
일루올레,카페,제주특별자치도,제주시,33.34449629,126.1834427
엠츄로,카페,제주특별자치도,제주시,33.48657063,126.4908292
우드스탁,카페,제주특별자치도,제주시,33.5553221,126.7966154
리부아르,카페,제주특별자치도,제주시,33.48194855,126.375227
오조리카페앤라운지,카페,제주특별자치도,서귀포시,33.45797034,126.9160244
렌시아,카페,제주특별자치도,제주시,33.3782892,126.2523435
프리튀르,카페,제주특별자치도,서귀포시,33.28696282,126.3291492
이성필커피,카페,제주특별자치도,제주시,33.49998474,126.5291907
카페베고니아,카페,제주특별자치도,제주시,33.48604223,126.5450508
까페더모해,카페,제주특별자치도,서귀포시,33.46177684,126.9337266
어반브루잉,카페,제주특별자치도,제주시,33.51281932,126.5210704
라녹,카페,제주특별자치도,제주시,33.4672817,126.3174686
메가엠지씨커피제주도청점,카페,제주특별자치도,제주시,33.49195267,126.49734
하르,카페,제주특별자치도,서귀포시,33.24945034,126.5601446
더모아,카페,제주특별자치도,제주시,33.46468205,126.5138161
에브리선데이커피제주점,카페,제주특별자치도,서귀포시,33.27032111,126.6736305
커피핌,카페,제주특별자치도,제주시,33.48691473,126.4956045
설렁설렁,카페,제주특별자치도,제주시,33.48442234,126.5483301
순백,카페,제주특별자치도,제주시,33.50145278,126.526417
무우수커피로스터스,카페,제주특별자치도,제주시,33.53779469,126.6383598
점점,카페,제주특별자치도,제주시,33.53703081,126.6152481
941헤르쯔,카페,제주특별자치도,제주시,33.48532963,126.4850585
도서관가는길커피숍,카페,제주특별자치도,제주시,33.47615166,126.5141501
스콘가게끌림,카페,제주특별자치도,제주시,33.52438454,126.5827736
컴포즈커피연동점,카페,제주특별자치도,제주시,33.48113521,126.4911192
블랑로쉐,카페,제주특별자치도,서귀포시,33.17415936,126.271064
지오,카페,제주특별자치도,제주시,33.49790836,126.5261135
솜반내풍경,카페,제주특별자치도,서귀포시,33.25321387,126.5536012
사뿐,카페,제주특별자치도,제주시,33.49226878,126.4864808
우성다방,카페,제주특별자치도,서귀포시,33.24943201,126.5651881
시월의LIBRA,카페,제주특별자치도,제주시,33.51331706,126.5381811
슬로리,카페,제주특별자치도,제주시,33.43429038,126.4007744
커피마마퀸,카페,제주특별자치도,제주시,33.48442128,126.4706138
더벤티해비치리조트점,카페,제주특별자치도,서귀포시,33.32483953,126.8438502
카페효주,카페,제주특별자치도,제주시,33.51273485,126.5202098
베카신,카페,제주특별자치도,제주시,33.46494508,126.7102091
골목다방,카페,제주특별자치도,서귀포시,33.22122675,126.2518051
봄봄화북점,카페,제주특별자치도,제주시,33.52393477,126.5673072
마더웍스스위밍룸,카페,제주특별자치도,제주시,33.47196712,126.5521493
욜로펜션카페,카페,제주특별자치도,제주시,33.51934798,126.8885168
차귀놀,카페,제주특별자치도,제주시,33.32226114,126.1668646
영재당,카페,제주특별자치도,서귀포시,33.25221068,126.5579846
음부리카페,카페,제주특별자치도,제주시,33.3521291,126.2575412
블레스가든,카페,제주특별자치도,서귀포시,33.28090432,126.7130516
로치아,카페,제주특별자치도,제주시,33.5018589,126.4666119
카페오드리,카페,제주특별자치도,제주시,33.35690486,126.2973597
별세계,카페,제주특별자치도,제주시,33.40732989,126.2614579
미정,카페,제주특별자치도,제주시,33.48939522,126.5399114
컴포즈커피제주,카페,제주특별자치도,제주시,33.48872217,126.5383332
오늘;당근,카페,제주특별자치도,서귀포시,33.38609318,126.8822709
내가좋아하는것들,카페,제주특별자치도,제주시,33.48779141,126.4895201
고미커피,카페,제주특별자치도,서귀포시,33.25561996,126.5557675
오브제주,카페,제주특별자치도,서귀포시,33.26035447,126.6185153
더치앤빈,카페,제주특별자치도,제주시,33.4836602,126.4782361
로쿤커피에스프레소바,카페,제주특별자치도,제주시,33.45001095,126.3674542
이디야커피연동점,카페,제주특별자치도,제주시,33.48967906,126.4903268
산도롱앤드또,카페,제주특별자치도,제주시,33.51315761,126.5246311
벙커하우스,카페,제주특별자치도,서귀포시,33.24046292,126.519224
세계조가비박물관커피숍,카페,제주특별자치도,서귀포시,33.24743632,126.551624
피프스페이스,카페,제주특별자치도,제주시,33.5113659,126.5113595
에스알디서귀포지점,카페,제주특별자치도,서귀포시,33.24684649,126.5606727
자키커피,카페,제주특별자치도,제주시,33.51204268,126.5254229
하도록,카페,제주특별자치도,제주시,33.51866713,126.8834694
스페이스플로스,카페,제주특별자치도,제주시,33.48365818,126.4132707
제주감성,카페,제주특별자치도,제주시,33.49678697,126.451018
신비의사랑,카페,제주특별자치도,제주시,33.44863031,126.4861681
애플망고1947,카페,제주특별자치도,서귀포시,33.26623328,126.2575069
에피소드,카페,제주특별자치도,제주시,33.30577625,126.1880879
스테이잔다,카페,제주특별자치도,제주시,33.46415978,126.3137604
에이에이에이,카페,제주특별자치도,서귀포시,33.27941521,126.3614633
커피비원,카페,제주특별자치도,제주시,33.48353653,126.48749
티유인,카페,제주특별자치도,제주시,33.52282781,126.5863656
소심한물고기,카페,제주특별자치도,제주시,33.55627613,126.8068433
그해여름,카페,제주특별자치도,제주시,33.33700033,126.2279702
하늘샐리,카페,제주특별자치도,제주시,33.4946562,126.546071
유동커피팩토리,카페,제주특별자치도,서귀포시,33.25527385,126.5598579
하올람커피,카페,제주특별자치도,서귀포시,33.24734991,126.5653809
메가엠지씨커피서귀포여중점,카페,제주특별자치도,서귀포시,33.25551781,126.5449721
스타다방,카페,제주특별자치도,서귀포시,33.22239305,126.2553459
제이팩토리,카페,제주특별자치도,서귀포시,33.28801363,126.5893341
수애기베이커리카페,카페,제주특별자치도,서귀포시,33.22221759,126.2441911
바이러닉에스프레소바,카페,제주특별자치도,제주시,33.49767789,126.4445772
오우야에스프레소,카페,제주특별자치도,서귀포시,33.22101346,126.25082
청자다방서귀포,카페,제주특별자치도,서귀포시,33.25305532,126.5068572
솔트스톤,카페,제주특별자치도,제주시,33.52151817,126.5803116
블리스풀,카페,제주특별자치도,제주시,33.40519132,126.4073381
샐러드샌드위치달리는커피제주삼화점,카페,제주특별자치도,제주시,33.51702523,126.5820878
클로피,카페,제주특별자치도,서귀포시,33.23680829,126.5138043
조이아지,카페,제주특별자치도,제주시,33.53843405,126.670387
다올그집,카페,제주특별자치도,제주시,33.50473346,126.9418516
뜻밖의발견,카페,제주특별자치도,서귀포시,33.25986523,126.5098024
드럼카페,카페,제주특별자치도,제주시,33.50138244,126.6857985
미닝,카페,제주특별자치도,제주시,33.44064777,126.2774895
오알,카페,제주특별자치도,서귀포시,33.24458763,126.5345669
에끄랑,카페,제주특별자치도,제주시,33.49270967,126.5438645
솔트스톤시티점,카페,제주특별자치도,제주시,33.49791948,126.5290297
난달,카페,제주특별자치도,제주시,33.46709096,126.3204928
구좌상회,카페,제주특별자치도,제주시,33.48568198,126.6988745
베큠,카페,제주특별자치도,서귀포시,33.2450097,126.5613901
카페구할구제주,카페,제주특별자치도,제주시,33.55456229,126.7951204
이반다방,카페,제주특별자치도,서귀포시,33.22075782,126.2532894
하루엔샐러드,카페,제주특별자치도,서귀포시,33.44207728,126.9195671
라바르,카페,제주특별자치도,서귀포시,33.24584058,126.561783
구터미널,카페,제주특별자치도,서귀포시,33.25169562,126.5602085
크럼블,카페,제주특별자치도,제주시,33.47012356,126.5484796
메가엠지씨커피제주표선점,카페,제주특별자치도,서귀포시,33.32624113,126.8331182
카페인중독제주,카페,제주특별자치도,제주시,33.49069623,126.5382151
까페소바니,카페,제주특별자치도,제주시,33.48244574,126.4703676
카페토스피아동홍지점,카페,제주특별자치도,서귀포시,33.25716673,126.5700113
카페초가헌,카페,제주특별자치도,서귀포시,33.3903267,126.8012675
레이지데이,카페,제주특별자치도,제주시,33.55788471,126.7924419
날쌘카페제주,카페,제주특별자치도,제주시,33.48806971,126.4805553
리코마망,카페,제주특별자치도,제주시,33.48301998,126.4697185
바이러닉에스프레소제주,카페,제주특별자치도,제주시,33.49767789,126.4445772
그러므로,카페,제주특별자치도,제주시,33.48715082,126.5352319
에이바우트커피,카페,제주특별자치도,제주시,33.53925103,126.6369111
메가엠지씨커피신제주점,카페,제주특별자치도,제주시,33.48604316,126.489724
일이이오브라우니바,카페,제주특별자치도,서귀포시,33.25165273,126.4277889
썬데이지,카페,제주특별자치도,서귀포시,33.2754317,126.7092911
찻집지안,카페,제주특별자치도,제주시,33.44078953,126.4023644
애월스톤,카페,제주특별자치도,제주시,33.42420942,126.3384604
롤링브루잉,카페,제주특별자치도,제주시,33.51310259,126.5291089
아일랜드플라워,카페,제주특별자치도,서귀포시,33.42432256,126.8496398
플로렌스,카페,제주특별자치도,제주시,33.96337243,126.2959179
메가엠지씨커피제주한라대점,카페,제주특별자치도,제주시,33.4761619,126.4789373
세화농부,카페,제주특별자치도,제주시,33.52611154,126.8551693
피앗카페,카페,제주특별자치도,제주시,33.50496883,126.5407438
프레젠트,카페,제주특별자치도,제주시,33.49824319,126.5217425
제주팜카페,카페,제주특별자치도,서귀포시,33.23380908,126.3103619
섭지로카페,카페,제주특별자치도,서귀포시,33.44461017,126.9185861
은,카페,제주특별자치도,제주시,33.49143275,126.4762957
에코타운,카페,제주특별자치도,서귀포시,33.21316391,126.2820032
예쁘다애월,카페,제주특별자치도,제주시,33.47457492,126.3754951
미깡,카페,제주특별자치도,서귀포시,33.27917676,126.6202368
도리관광농원,카페,제주특별자치도,제주시,33.43394458,126.6726644
넙빌레카페,카페,제주특별자치도,서귀포시,33.26939652,126.6486685
백금당제주점,카페,제주특별자치도,제주시,33.49065348,126.5437139
테라스8.9,카페,제주특별자치도,서귀포시,33.23764953,126.362679
장호,카페,제주특별자치도,제주시,33.49967325,126.518517
라라스토리,카페,제주특별자치도,제주시,33.45440226,126.4427343
칼라,카페,제주특별자치도,제주시,33.51561842,126.5766805
꼭지,카페,제주특별자치도,제주시,33.52254178,126.8556597
구하나구칠,카페,제주특별자치도,서귀포시,33.26349905,126.6149063
길용당,카페,제주특별자치도,제주시,33.48956189,126.4947391
여유로이,카페,제주특별자치도,제주시,33.50845611,126.5426734
삐끄니끄,카페,제주특별자치도,제주시,33.48495652,126.4973912
곤을커피,카페,제주특별자치도,제주시,33.52236507,126.5593709
제주에인감귤밭,카페,제주특별자치도,서귀포시,33.25655978,126.5390107
커피먹는고냉이,카페,제주특별자치도,서귀포시,33.43672252,126.920841
모리노코에,카페,제주특별자치도,제주시,33.48707543,126.5343608
코데인커피로스터스,카페,제주특별자치도,서귀포시,33.23508262,126.2962757
디엔에스,카페,제주특별자치도,제주시,33.46394038,126.3132135
메가엠지씨커피제주무지개,카페,제주특별자치도,제주시,33.50875091,126.4717249
봄봄516점,카페,제주특별자치도,서귀포시,33.27108701,126.5856889
구면카페,카페,제주특별자치도,서귀포시,33.35155002,126.7662035
돌셋,카페,제주특별자치도,서귀포시,33.21199468,126.291945
해안,카페,제주특별자치도,제주시,33.32226114,126.1668646
바띠,카페,제주특별자치도,서귀포시,33.305056,126.7677235
카페소낭,카페,제주특별자치도,서귀포시,33.25428156,126.4191653
아카페라,카페,제주특별자치도,제주시,33.45723319,126.5642936
에이바우트커피,카페,제주특별자치도,제주시,33.51620917,126.5257231
가마우지,카페,제주특별자치도,제주시,33.51721563,126.5319605
카페디크레,카페,제주특별자치도,제주시,33.46767515,126.5046555
브라더와이투케이,카페,제주특별자치도,서귀포시,33.46852742,126.9292462
이립,카페,제주특별자치도,제주시,33.31488876,126.24932
무한의서커피로스터스,카페,제주특별자치도,제주시,33.40461434,126.2551279
나무,카페,제주특별자치도,서귀포시,33.26414762,126.2555069
차차커피코제주연동점,카페,제주특별자치도,제주시,33.48614514,126.488217
수르,카페,제주특별자치도,서귀포시,33.27662892,126.1924474
투빅커피태흥점,카페,제주특별자치도,서귀포시,33.29390244,126.758069
스타벅스,카페,제주특별자치도,제주시,33.54248649,126.6686166
빽다방제주일도인제점,카페,제주특별자치도,제주시,33.50540238,126.5409567
스타벅스,카페,제주특별자치도,제주시,33.51240211,126.4845107
카페코지,카페,제주특별자치도,서귀포시,33.46822991,126.9292787
스타벅스,카페,제주특별자치도,제주시,33.39387629,126.2402366
커피쿡서귀포,카페,제주특별자치도,서귀포시,33.2590488,126.5693367
더커브,카페,제주특별자치도,제주시,33.46250304,126.31742
코스튼커피,카페,제주특별자치도,제주시,33.49842994,126.528123
비올리브,카페,제주특별자치도,서귀포시,33.25247012,126.4271182
노리롱,카페,제주특별자치도,제주시,33.47711318,126.5202772
스타벅스,카페,제주특별자치도,제주시,33.50048187,126.5295216
스타벅스,카페,제주특별자치도,제주시,33.48496773,126.480434
스타벅스,카페,제주특별자치도,서귀포시,33.44970564,126.9207002
카페콜코리,카페,제주특별자치도,서귀포시,33.26342821,126.6211958
산정오늘베를린,카페,제주특별자치도,제주시,33.49644344,126.7010864
우미,카페,제주특별자치도,서귀포시,33.29142588,126.6761607
컴포즈커피제주공항렌트카점,카페,제주특별자치도,제주시,33.5015021,126.4889123
테스그릭,카페,제주특별자치도,제주시,33.48009866,126.4739108
위즈,카페,제주특별자치도,제주시,33.48751466,126.4321283
오소록제주,카페,제주특별자치도,제주시,33.49824319,126.5217425
올댓커피제주,카페,제주특별자치도,제주시,33.46276006,126.3101034
화용다방,카페,제주특별자치도,서귀포시,33.2486491,126.5630459
선갤러리카페,카페,제주특별자치도,제주시,33.4750134,126.5135755
할리스제주도두해안,카페,제주특별자치도,제주시,33.50902652,126.4729286
호미,카페,제주특별자치도,제주시,33.5333089,126.6186988
그까페,카페,제주특별자치도,제주시,33.51285701,126.52149
무제,카페,제주특별자치도,서귀포시,33.28285059,126.7327115
피서지다방,카페,제주특별자치도,서귀포시,33.25069557,126.5629821
우림,카페,제주특별자치도,제주시,33.49703077,126.5420878
커피공장,카페,제주특별자치도,제주시,33.44398211,126.2960347
연수로13,카페,제주특별자치도,제주시,33.5034933,126.5464769
비원당구카페,카페,제주특별자치도,제주시,33.48791007,126.4768979
투빅커피한경조수점,카페,제주특별자치도,제주시,33.33652946,126.2334631
담담히,카페,제주특별자치도,제주시,33.49239638,126.5136397
은가비카페,카페,제주특별자치도,제주시,33.41680878,126.3105745
차귀도노을족욕카페,카페,제주특별자치도,제주시,33.30953508,126.1661803
로그릭,카페,제주특별자치도,서귀포시,33.25188834,126.4241388
더벤티서홍점,카페,제주특별자치도,서귀포시,33.25647318,126.5573621
놀멍쉬멍톨카페,카페,제주특별자치도,서귀포시,33.25054691,126.5155525
플레이커피랩,카페,제주특별자치도,서귀포시,33.25059969,126.5588082
카페덕자,카페,제주특별자치도,제주시,33.51980282,126.5822897
호랑호랑,카페,제주특별자치도,서귀포시,33.45003076,126.9215388
동네커피,카페,제주특별자치도,서귀포시,33.26093267,126.5588958
별,카페,제주특별자치도,제주시,33.50380007,126.5202053
과일로,카페,제주특별자치도,서귀포시,33.3076399,126.780527
커피한라,카페,제주특별자치도,제주시,33.476904,126.4774589
까페색동,카페,제주특별자치도,서귀포시,33.32197625,126.7912523
테라도스,카페,제주특별자치도,제주시,33.45274763,126.3423954
메가엠지씨커피협재해수욕장점,카페,제주특별자치도,제주시,33.39315559,126.2403288
코메트커피,카페,제주특별자치도,제주시,33.48909493,126.4133093
스푸레무따,카페,제주특별자치도,제주시,33.46730508,126.4846487
무상찻집,카페,제주특별자치도,제주시,33.50099149,126.514388
봄봄제주,카페,제주특별자치도,제주시,33.51411532,126.5370682
봉봉이,카페,제주특별자치도,제주시,33.51721048,126.5402162
브라보커피웍스,카페,제주특별자치도,제주시,33.5215561,126.8609789
스타벅스,카페,제주특별자치도,서귀포시,33.25506849,126.4158549
스타벅스,카페,제주특별자치도,제주시,33.4726973,126.3487641
바람의노래,카페,제주특별자치도,제주시,33.340586,126.270787
느랑,카페,제주특별자치도,제주시,33.50782248,126.6797804
너는나의봄,카페,제주특별자치도,서귀포시,33.17461517,126.271918
아우아우,카페,제주특별자치도,제주시,33.4882106,126.693206
스타벅스,카페,제주특별자치도,제주시,33.51334929,126.5252436
새록,카페,제주특별자치도,제주시,33.47383649,126.5505045
섬,카페,제주특별자치도,제주시,33.40533367,126.2282586
청자다방천지점,카페,제주특별자치도,서귀포시,33.24941618,126.5581381
스타벅스,카페,제주특별자치도,서귀포시,33.29182472,126.2842904
할리스,카페,제주특별자치도,제주시,33.49381812,126.5340341
미레이나,카페,제주특별자치도,제주시,33.35240639,126.1825523
스타벅스,카페,제주특별자치도,제주시,33.48032623,126.5234872
스타벅스,카페,제주특별자치도,서귀포시,33.46286872,126.9355007
스타벅스,카페,제주특별자치도,서귀포시,33.30497034,126.316352
파티세리쥬레,카페,제주특별자치도,제주시,33.47891477,126.4669247
스타벅스,카페,제주특별자치도,제주시,33.50729521,126.5408176
스타벅스,카페,제주특별자치도,서귀포시,33.20677207,126.2899707
스타벅스,카페,제주특별자치도,제주시,33.51669033,126.5035583
멜로우베이킹카페,카페,제주특별자치도,제주시,33.53394135,126.6761745
디스트로,카페,제주특별자치도,제주시,33.47019377,126.5430358
스타벅스,카페,제주특별자치도,서귀포시,33.24952039,126.5067161
스타벅스,카페,제주특별자치도,제주시,33.48782272,126.4818588
유리한커피,카페,제주특별자치도,제주시,33.48998578,126.5387031
이오스,카페,제주특별자치도,서귀포시,33.34905457,126.8281866
무제,카페,제주특별자치도,제주시,33.51208951,126.5282426
스타벅스,카페,제주특별자치도,서귀포시,33.25122161,126.412672
원주다방,카페,제주특별자치도,서귀포시,33.24953686,126.5642326
메가엠지씨커피제주외도점,카페,제주특별자치도,제주시,33.48853573,126.4306582
카페멜록,카페,제주특별자치도,제주시,33.46736074,126.3387029
온당,카페,제주특별자치도,제주시,33.55434002,126.7479555
소길언제나,카페,제주특별자치도,제주시,33.44121877,126.3796164
솔트스톤시티,카페,제주특별자치도,제주시,33.49782953,126.529084
스타벅스,카페,제주특별자치도,제주시,33.51173631,126.5804342
차롱가게,카페,제주특별자치도,서귀포시,33.29194292,126.5278956
안녕소깍,카페,제주특별자치도,서귀포시,33.2586603,126.6247364
고산의낮고산의밤,카페,제주특별자치도,제주시,33.30339528,126.1797351
해가커피,카페,제주특별자치도,서귀포시,33.25035467,126.3236667
송악산농장카페,카페,제주특별자치도,서귀포시,33.208177,126.2896912
테이크타임커피로스터스,카페,제주특별자치도,제주시,33.34464271,126.1769423
담다제주,카페,제주특별자치도,서귀포시,33.36044863,126.7659863
코데인커피앙투라지,카페,제주특별자치도,서귀포시,33.24850319,126.5071296
하양한,카페,제주특별자치도,제주시,33.54274147,126.6628769
오아시스인제주,카페,제주특별자치도,제주시,33.51379472,126.5479085
커피91로,카페,제주특별자치도,제주시,33.5058148,126.5354981
수북,카페,제주특별자치도,제주시,33.50300264,126.5285502
온듯,카페,제주특별자치도,제주시,33.5174902,126.4984517
킁킁,카페,제주특별자치도,제주시,33.46614942,126.5086766
빽다방제주이도초교점,카페,제주특별자치도,제주시,33.4890576,126.5340058
컴포즈커피제주이호테우점,카페,제주특별자치도,제주시,33.49689115,126.4521472
해온제과,카페,제주특별자치도,제주시,33.53606655,126.6332209
2투1카페,카페,제주특별자치도,제주시,33.48906994,126.4934938
그린루스카,카페,제주특별자치도,제주시,33.50534039,126.5152139
